
	﻿2.89,3.082,3.115,2.982,3.032,3.266,3.322,3.381,3.442,3.504,3.576,3.642,3.686,3.512,3.538,3.764,3.768,3.755,3.728,3.693,3.447,3.605,3.543,3.471,3.382,3.29,3.204,3.124,3.047,2.974,2.907,2.843,2.786,2.741,2.703,2.68,2.685,2.68,2.68,2.68,2.682,2.685,2.689,2.691,2.691,2.687,2.681,2.677,2.672,2.664,2.652,2.637,2.615,2.589,2.563,2.516,2.488,2.46,2.432,2.412,2.388,2.351,2.314,2.277,2.241,2.203,2.163,2.121,2.075,2.029,1.985,1.944,1.908,1.864,1.828,1.815,1.814,1.823,1.739,1.863,1.916,1.862,1.902,2.048
3.128,3.148,3.006,3.046,3.093,3.318,3.366,3.417,3.456,3.293,3.334,3.377,3.409,3.439,3.465,3.482,3.702,3.697,3.67,3.425,3.378,3.329,3.477,3.412,3.33,3.241,3.153,3.074,2.993,2.919,2.855,2.795,2.743,2.692,2.652,2.638,2.651,2.647,2.647,2.649,2.65,2.656,2.664,2.667,2.669,2.665,2.658,2.655,2.654,2.649,2.638,2.624,2.605,2.586,2.563,2.512,2.484,2.456,2.426,2.406,2.385,2.347,2.309,2.274,2.236,2.197,2.159,2.121,2.085,2.044,1.996,1.956,1.924,1.886,1.853,1.836,1.835,1.847,1.755,1.676,1.93,1.856,1.949,1.99
3.179,3.221,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3,2.9,2.9,2.8,2.7,2.6,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.9,1.948,1.995
3.263,3.271,3.2,3.3,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.2,3.1,3.1,3.1,3.1,3.1,3,3,2.9,2.8,2.7,2.7,2.6,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2,2,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.9,1.894,1.939
3.327,3.328,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.6,3.6,3.5,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.2,3.1,3,3,3,3,3,2.9,2.9,2.8,2.7,2.7,2.5,2.4,2.3,2.4,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.9,1.9,1.876,1.906
3.611,3.607,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.6,3.6,3.6,3.5,3.4,3.4,3.4,3.5,3.4,3.3,3.2,3.1,3,2.9,2.9,2.8,2.8,2.9,2.9,2.8,2.8,2.8,2.7,2.6,2.4,2.3,2.4,2.5,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.9,1.833,1.859
3.423,3.419,3.4,3.4,3.4,3.4,3.4,3.3,3.4,3.5,3.6,3.6,3.6,3.5,3.5,3.4,3.5,3.4,3.3,3.2,3.1,3,2.9,2.8,2.7,2.7,2.8,2.8,2.8,2.7,2.7,2.6,2.5,2.4,2.2,2.3,2.5,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.8,1.8,1.8,1.886,1.895
3.447,3.455,3.5,3.5,3.5,3.5,3.4,3.4,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.2,3.1,3,2.9,2.8,2.7,2.6,2.7,2.7,2.7,2.6,2.6,2.5,2.4,2.3,2.2,2.2,2.4,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.6,2.7,2.7,2.6,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2,1.9,1.8,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.779,1.765
3.474,3.483,3.5,3.4,3.5,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.1,3,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.6,2.4,2.2,2.2,2.1,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.5,2.4,2.4,2.5,2.6,2.7,2.7,2.6,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2,1.9,1.7,1.7,1.6,1.6,1.5,1.6,1.6,1.7,1.7,1.7,1.721,1.695
3.295,3.496,3.4,3.4,3.4,3.5,3.5,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3,3.2,3.1,3,3,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.3,2.1,2,2,2.1,2.1,2.1,2.2,2.3,2.4,2.5,2.5,2.4,2.4,2.3,2.4,2.5,2.6,2.7,2.6,2.5,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2,2,2,1.9,1.9,1.7,1.6,1.6,1.5,1.4,1.5,1.5,1.6,1.7,1.7,1.665,1.618
3.501,3.507,3.4,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.3,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3,2.9,2.7,2.5,2.2,2.1,2,2,2,2.1,2.1,2.1,2.2,2.3,2.4,2.5,2.5,2.4,2.4,2.4,2.5,2.6,2.6,2.6,2.5,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2,2,2,2,2,2,2,2.1,2.1,2.1,2.1,2,1.9,1.8,1.7,1.6,1.6,1.5,1.3,1.3,1.4,1.6,1.6,1.6,1.593,1.528
3.502,3.512,3.5,3.4,3.3,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.2,3.3,3.3,3.3,3.1,2.9,2.7,2.4,2.1,2,2,1.9,2,2,1.9,2,2,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.5,2.6,2.6,2.5,2.4,2.3,2.2,2.2,2.2,2.2,2.1,2,1.9,1.9,1.9,1.9,1.9,2,2,2,2,2,1.9,1.9,1.8,1.7,1.7,1.6,1.5,1.4,1.3,1.4,1.5,1.6,1.6,1.511,1.456
3.492,3.499,3.5,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.3,3.4,3.5,3.5,3.4,3.2,3,2.6,2.3,2,1.9,1.8,1.8,1.9,1.9,1.9,1.8,1.9,2,2.2,2.3,2.4,2.4,2.4,2.4,2.4,2.5,2.5,2.6,2.6,2.5,2.3,2.2,2.2,2.2,2.2,2.1,2,2,1.9,1.9,1.9,1.9,2,2,2,2,1.9,1.9,1.8,1.7,1.7,1.6,1.6,1.5,1.4,1.3,1.3,1.4,1.5,1.5,1.419,1.337
3.275,3.475,3.5,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.3,3.3,3.3,3.4,3.5,3.6,3.6,3.6,3.5,3.2,2.9,2.5,2.1,1.8,1.6,1.6,1.5,1.6,1.7,1.8,1.8,1.8,1.9,2.1,2.2,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.5,2.4,2.3,2.2,2.3,2.3,2.2,2.1,2,2,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.8,1.7,1.6,1.6,1.6,1.6,1.5,1.4,1.3,1.3,1.4,1.4,1.4,1.341,1.254
3.457,3.457,3.4,3.4,3.4,3.3,3.3,3.2,3.3,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.3,3.4,3.5,3.5,3.6,3.6,3.7,3.6,3.5,3.4,3.1,2.7,2.2,1.8,1.5,1.3,1.2,1.2,1.4,1.6,1.7,1.8,1.8,1.9,2,2.2,2.4,2.5,2.6,2.6,2.5,2.5,2.5,2.6,2.6,2.6,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.1,2.1,2,2,2,1.9,1.9,1.9,1.9,1.8,1.7,1.6,1.5,1.5,1.5,1.5,1.6,1.5,1.4,1.4,1.4,1.4,1.3,1.266,1.179
3.407,3.41,3.4,3.4,3.4,3.3,3.2,3.2,3.3,3.4,3.4,3.4,3.3,3.2,3.1,3.2,3.4,3.5,3.6,3.6,3.7,3.8,3.7,3.5,3.4,3.2,2.8,2.4,1.9,1.5,1.1,0.9,0.8,1,1.2,1.5,1.7,1.8,1.9,2,2,2.2,2.4,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.5,2.4,2.3,2.3,2.3,2.3,2.2,2.1,2.1,2,2,1.9,1.9,1.9,1.8,1.7,1.6,1.5,1.5,1.4,1.5,1.5,1.6,1.6,1.5,1.4,1.4,1.3,1.3,1.192,1.106
3.355,3.365,3.4,3.4,3.4,3.3,3.2,3.2,3.3,3.4,3.4,3.4,3.2,3.1,3.1,3.2,3.4,3.5,3.6,3.7,3.8,3.7,3.6,3.4,3.2,2.9,2.5,2,1.5,1,0.7,0.5,0.6,0.8,1.1,1.5,1.8,2,2,2,2.1,2.2,2.4,2.5,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.7,2.6,2.6,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.5,1.4,1.3,1.2,1.141,1.056
